"","x"
"1090",5400
"1091",2882
"1092",6684
"1093",6254
"1094",4141
"1095",3205
"1096",6926
"1097",5221
"1098",6134
"1099",951
"1100",4726
"1101",4723
"1102",3354
"1103",7672
"1104",3351
"1105",142
"1106",1144
"1107",558
"1108",8680
"1109",8206
"1110",3123
"1111",4200
"1112",3618
"1113",3098
"1114",729
"1115",3213
"1116",4817
"1117",4478
"1118",9167
"1119",1978
"1120",5756
"1121",1498
"1122",2896
"1123",538
"1124",1636
"1125",6127
"1126",9143
"1127",1415
"1128",7066
"1129",1381
"1130",7811
"1131",5514
"1132",2283
"1133",55
"1134",7324
"1135",1310
"1136",2737
"1137",5639
"1138",4823
"1139",8015
"1140",4545
"1141",8077
"1142",2146
"1143",2486
"1144",9632
"1145",2926
"1146",3369
"1147",2838
"1148",8006
"1149",5333
"1150",8385
"1151",9920
"1152",6036
"1153",4546
"1154",6405
"1155",4418
"1156",4778
"1157",9241
"1158",7165
"1159",8528
"1160",7361
"1161",9387
"1162",4251
"1163",9821
"1164",2043
"1165",2453
"1166",9880
"1167",2619
"1168",6238
"1169",4617
"1170",9376
"1171",9032
"1172",6394
"1173",4241
"1174",6862
"1175",5693
"1176",4018
"1177",6731
"1178",3247
"1179",2702
"1180",1078
"1181",5353
"1182",2381
"1183",3828
"1184",6183
"1185",1153
"1186",1972
"1187",4533
"1188",7040
"1189",1412
"1190",5550
"1191",6147
"1192",5730
"1193",3710
"1194",8854
"1195",7539
"1196",9475
"1197",1583
"1198",1286
"1199",3139
"1200",5071
"1201",7880
"1202",5760
"1203",7044
"1204",1221
"1205",2967
"1206",8867
"1207",3722
"1208",4845
"1209",8575
"1210",9559
"1211",9441
"1212",4001
"1213",1813
"1214",1308
"1215",4280
"1216",3129
"1217",6290
"1218",5948
"1219",6984
"1220",497
"1221",5712
"1222",9457
"1223",6180
"1224",4508
"1225",5342
"1226",1736
"1227",5137
"1228",7862
"1229",3842
"1230",924
"1231",1266
"1232",3393
"1233",3698
"1234",5182
"1235",335
"1236",2749
"1237",5375
"1238",8054
"1239",623
"1240",1418
"1241",4897
"1242",934
"1243",7619
"1244",2410
"1245",3084
"1246",4400
"1247",3465
"1248",6948
"1249",1655
"1250",8445
"1251",1887
"1252",195
"1253",7337
"1254",579
"1255",7425
"1256",1399
"1257",71
"1258",8067
"1259",3852
"1260",4293
"1261",4257
"1262",8470
"1263",8189
"1264",4965
"1265",9571
"1266",1118
"1267",1643
"1268",6334
"1269",2743
"1270",4134
"1271",3239
"1272",2928
"1273",5194
"1274",2330
"1275",9577
"1276",9435
"1277",8529
"1278",756
"1279",727
"1280",9757
"1281",2181
"1282",9461
"1283",6196
"1284",9699
"1285",3049
"1286",6392
"1287",3975
"1288",251
"1289",5298
"1290",7508
"1291",8937
"1292",6700
"1293",1641
"1294",1719
"1295",7778
"1296",3608
"1297",5525
"1298",6269
"1299",885
"1300",9808
"1301",3268
"1302",6552
"1303",4143
"1304",8020
"1305",8608
"1306",36
"1307",6158
"1308",2559
"1309",8586
"1310",9049
"1311",9765
"1312",9557
"1313",4174
"1314",9851
"1315",3403
"1316",3008
"1317",372
"1318",5213
"1319",4222
"1320",4881
"1321",3972
"1322",8973
"1323",9135
"1324",9870
"1325",3585
"1326",3254
"1327",7667
"1328",6762
"1329",2298
"1330",9293
"1331",5208
"1332",3724
"1333",5849
"1334",9548
"1335",6746
"1336",5776
"1337",6065
"1338",9199
"1339",3678
"1340",1277
"1341",740
"1342",9723
"1343",4331
"1344",9552
"1345",5953
"1346",5955
"1347",6298
"1348",7039
"1349",8418
"1350",9576
"1351",5081
"1352",1079
"1353",3479
"1354",373
"1355",6325
"1356",909
"1357",9767
"1358",8242
"1359",9269
"1360",2563
"1361",8279
"1362",4624
"1363",8597
"1364",5426
"1365",81
"1366",803
"1367",1246
"1368",3677
"1369",1745
"1370",4606
"1371",4392
"1372",5449
"1373",3283
"1374",4181
"1375",5180
"1376",8604
"1377",3081
"1378",8186
"1379",5160
"1380",9543
"1381",2056
"1382",4274
"1383",4103
"1384",9641
"1385",4521
"1386",4397
"1387",5910
"1388",1353
"1389",1849
"1390",767
"1391",4097
"1392",9072
"1393",2786
"1394",3659
"1395",7416
"1396",4008
"1397",213
"1398",5188
"1399",521
"1400",9541
"1401",7522
"1402",1651
"1403",3694
"1404",6460
"1405",9665
"1406",7450
"1407",8797
"1408",2356
"1409",1938
"1410",6942
"1411",4115
"1412",1024
"1413",8912
"1414",5634
"1415",3048
"1416",2753
"1417",5726
"1418",8208
"1419",4783
"1420",518
"1421",2895
"1422",2345
"1423",1303
"1424",2492
"1425",4183
"1426",6058
"1427",5785
"1428",2615
"1429",689
"1430",82
"1431",6081
"1432",3221
"1433",6509
"1434",9758
"1435",3853
"1436",9515
"1437",9740
"1438",7020
"1439",8379
"1440",8238
"1441",8348
"1442",7842
"1443",4655
"1444",7776
"1445",2978
"1446",3368
"1447",6906
"1448",2548
"1449",9600
"1450",4568
"1451",5720
"1452",788
"1453",5024
"1454",5919
"1455",5957
"1456",6560
"1457",3727
"1458",2660
"1459",617
"1460",2807
"1461",8830
"1462",1258
"1463",4832
"1464",1183
"1465",2023
"1466",8076
"1467",8804
"1468",7724
"1469",9900
"1470",9473
"1471",6268
"1472",4900
"1473",5944
"1474",6730
"1475",6975
"1476",6400
"1477",7549
"1478",9882
"1479",66
"1480",2555
"1481",889
"1482",8386
"1483",4633
"1484",7790
"1485",566
"1486",4401
"1487",859
"1488",8774
"1489",6306
"1490",3607
"1491",7472
"1492",2425
"1493",357
"1494",2402
"1495",3848
"1496",1293
"1497",4497
"1498",5356
"1499",6
"1500",4512
"1501",6840
"1502",3365
"1503",9659
"1504",5952
"1505",8283
"1506",2380
"1507",2609
"1508",5569
"1509",7742
"1510",4785
"1511",1026
"1512",2226
"1513",7046
"1514",7794
"1515",4298
"1516",2730
"1517",8602
"1518",8949
"1519",4798
"1520",9185
"1521",3927
"1522",1596
"1523",3183
"1524",6462
"1525",1188
"1526",3175
"1527",5795
"1528",7964
"1529",628
"1530",748
"1531",6020
"1532",7214
"1533",8141
"1534",3739
"1535",5210
"1536",5080
"1537",4637
"1538",2857
"1539",4939
"1540",1123
"1541",4254
"1542",652
"1543",1239
"1544",3561
"1545",9
"1546",6090
"1547",3271
"1548",6347
"1549",1615
"1550",6139
"1551",9597
"1552",2334
"1553",5451
"1554",3582
"1555",8060
"1556",419
"1557",8621
"1558",3760
"1559",7548
"1560",5895
"1561",4869
"1562",7618
"1563",1908
"1564",2992
"1565",2227
"1566",2163
"1567",8817
"1568",5334
"1569",4084
"1570",2073
"1571",1453
"1572",7183
"1573",2720
"1574",6086
"1575",114
"1576",1422
"1577",4287
"1578",4168
"1579",8722
"1580",4860
"1581",451
"1582",4359
"1583",2276
"1584",6640
"1585",2128
"1586",5557
"1587",6458
"1588",7658
"1589",4032
"1590",3122
"1591",3344
"1592",2155
"1593",2030
"1594",3317
"1595",6428
"1596",3086
"1597",7613
"1598",1143
"1599",3370
"1600",3147
"1601",2240
"1602",2969
"1603",4656
"1604",7825
"1605",1764
"1606",1155
"1607",5754
"1608",7055
"1609",4701
"1610",6215
"1611",115
"1612",8596
"1613",3869
"1614",972
"1615",1145
"1616",8212
"1617",2445
"1618",4902
"1619",7466
"1620",1915
"1621",3911
"1622",7041
"1623",8646
"1624",1491
"1625",5565
"1626",4550
"1627",5
"1628",1811
"1629",6796
"1630",7110
"1631",7940
"1632",7081
"1633",5263
"1634",425
"1635",1244
"1636",4679
"1637",5133
"1638",9994
"1639",4951
"1640",7695
"1641",3127
"1642",954
"1643",3770
"1644",1814
"1645",5529
"1646",927
"1647",7034
"1648",2738
"1649",9109
"1650",5762
"1651",4705
"1652",4098
"1653",8571
"1654",3145
"1655",8598
"1656",3463
"1657",9251
"1658",3544
"1659",4808
"1660",6352
"1661",8791
"1662",3232
"1663",3892
"1664",4242
"1665",5106
"1666",3792
"1667",226
"1668",1720
"1669",8960
"1670",9030
"1671",7932
"1672",5687
"1673",4330
"1674",2847
"1675",5784
"1676",2070
"1677",4197
"1678",7269
"1679",2748
"1680",3767
"1681",4843
"1682",9059
"1683",2443
"1684",6679
"1685",2951
"1686",4421
"1687",3085
"1688",3889
"1689",8288
"1690",5688
"1691",6365
"1692",2771
"1693",1481
"1694",3906
"1695",3094
"1696",7514
"1697",6919
"1698",3198
"1699",2447
"1700",8013
"1701",4314
"1702",1340
"1703",486
"1704",274
"1705",8947
"1706",9520
"1707",6612
"1708",8061
"1709",2878
"1710",5862
"1711",846
"1712",6771
"1713",4387
"1714",2139
"1715",9579
"1716",1631
"1717",8193
"1718",9389
"1719",7590
"1720",3966
"1721",295
"1722",9400
"1723",1345
"1724",47
"1725",8216
"1726",4839
"1727",6526
"1728",6118
"1729",299
"1730",4867
"1731",7418
"1732",3092
"1733",4946
"1734",2471
"1735",3521
"1736",2879
"1737",355
"1738",9017
"1739",3912
"1740",4453
"1741",7553
"1742",5026
"1743",8533
"1744",8275
"1745",7023
"1746",5722
"1747",9532
"1748",2718
"1749",2935
"1750",9011
"1751",7544
"1752",549
"1753",3875
"1754",4604
"1755",7975
"1756",2816
"1757",8164
"1758",6097
"1759",2258
"1760",6596
"1761",8957
"1762",2578
"1763",9731
"1764",1267
"1765",8373
"1766",8508
"1767",3037
"1768",848
"1769",7209
"1770",2898
"1771",8870
"1772",6563
"1773",6388
"1774",9622
"1775",2872
"1776",1251
"1777",1374
"1778",1606
"1779",8816
"1780",2617
"1781",9962
"1782",4911
"1783",7995
"1784",5153
"1785",2648
"1786",7749
"1787",337
"1788",7299
"1789",6413
"1790",9388
"1791",3809
"1792",9580
"1793",7158
"1794",6916
"1795",568
"1796",5761
"1797",4815
"1798",9118
"1799",3289
"1800",3404
"1801",4214
"1802",1668
"1803",6672
"1804",1174
"1805",6925
"1806",4429
"1807",3462
"1808",809
"1809",5202
"1810",1089
"1811",5878
"1812",7107
"1813",6173
"1814",6137
"1815",5345
"1816",5943
"1817",717
"1818",9353
"1819",9728
"1820",8670
"1821",5981
"1822",169
"1823",5773
"1824",4266
"1825",9984
"1826",1988
"1827",362
"1828",4440
"1829",644
"1830",4730
"1831",1202
"1832",8383
"1833",9186
"1834",2628
"1835",9845
"1836",1112
"1837",1744
"1838",8096
"1839",4106
"1840",4
"1841",4412
"1842",9721
"1843",8916
"1844",5199
"1845",9596
"1846",9476
"1847",3573
"1848",7432
"1849",1449
"1850",6434
"1851",2964
"1852",730
"1853",7104
"1854",7832
"1855",876
"1856",9526
"1857",3670
"1858",2224
"1859",48
"1860",882
"1861",309
"1862",8397
"1863",3439
"1864",2956
"1865",7601
"1866",7759
"1867",9283
"1868",619
"1869",1008
"1870",3082
"1871",7786
"1872",8992
"1873",9171
"1874",64
"1875",7734
"1876",4670
"1877",3610
"1878",8422
"1879",501
"1880",9674
"1881",7002
"1882",4926
"1883",1119
"1884",6748
"1885",9463
"1886",1146
"1887",5485
"1888",4625
"1889",6286
"1890",3772
"1891",11
"1892",1657
"1893",7871
"1894",6030
"1895",513
"1896",215
"1897",3276
"1898",9694
"1899",4592
"1900",2261
"1901",6965
"1902",6007
"1903",6642
"1904",8413
"1905",1829
"1906",2601
"1907",4543
"1908",4665
"1909",2828
"1910",8262
"1911",8738
"1912",1086
"1913",4536
"1914",6076
"1915",8267
"1916",6728
"1917",7009
"1918",533
"1919",4066
"1920",3502
"1921",9572
"1922",6284
"1923",1509
"1924",9060
"1925",7180
"1926",3933
"1927",992
"1928",8807
"1929",1522
"1930",6673
"1931",5809
"1932",7488
"1933",6510
"1934",4945
"1935",5277
"1936",1387
"1937",9778
"1938",5388
"1939",415
"1940",9502
"1941",3709
"1942",9759
"1943",5930
"1944",7799
"1945",7199
"1946",8993
"1947",1482
"1948",5924
"1949",9158
"1950",4591
"1951",7054
"1952",5001
"1953",1484
"1954",5833
"1955",345
"1956",2999
"1957",2680
"1958",9245
"1959",254
"1960",8231
"1961",7334
"1962",9661
"1963",1185
"1964",9086
"1965",8440
"1966",1930
"1967",4572
"1968",739
"1969",2029
"1970",939
"1971",9730
"1972",7026
"1973",6695
"1974",1336
"1975",6349
"1976",3686
"1977",7816
"1978",6017
"1979",4759
"1980",3833
"1981",3702
"1982",4632
"1983",5858
"1984",8895
"1985",4988
"1986",553
"1987",7492
"1988",3903
"1989",1337
"1990",3171
"1991",4942
"1992",6445
"1993",8687
"1994",5780
"1995",4365
"1996",4281
"1997",2000
"1998",7112
"1999",470
"2000",8698
"2001",9261
"2002",3621
"2003",500
"2004",9373
"2005",1753
"2006",3638
"2007",2570
"2008",1537
"2009",9264
"2010",318
"2011",7252
"2012",160
"2013",6214
"2014",1110
"2015",9426
"2016",5028
"2017",5215
"2018",7690
"2019",6227
"2020",9404
"2021",6038
"2022",6851
"2023",5721
"2024",5950
"2025",6220
"2026",2455
"2027",5584
"2028",7349
"2029",7978
"2030",6122
"2031",2571
"2032",8523
"2033",7661
"2034",1691
"2035",7207
"2036",8345
"2037",7670
"2038",3066
"2039",561
"2040",5813
"2041",3914
"2042",9344
"2043",9366
"2044",5008
"2045",5835
"2046",3270
"2047",1815
"2048",246
"2049",6095
"2050",9284
"2051",4045
"2052",9944
"2053",1999
"2054",9799
"2055",7203
"2056",7608
"2057",1971
"2058",2144
"2059",8544
"2060",5661
"2061",613
"2062",6893
"2063",3926
"2064",1062
"2065",5927
"2066",9286
"2067",2809
"2068",2318
"2069",3858
"2070",6257
"2071",7106
"2072",2092
"2073",9522
"2074",1398
"2075",758
"2076",310
"2077",9419
"2078",9275
"2079",1912
"2080",4484
"2081",1937
"2082",3788
"2083",560
"2084",3793
"2085",3384
"2086",9752
"2087",2673
"2088",6305
"2089",4311
"2090",8839
"2091",9421
"2092",863
"2093",8514
"2094",3576
"2095",9311
"2096",7174
"2097",1253
"2098",3771
"2099",4205
"2100",5979
"2101",5622
"2102",6594
"2103",6026
"2104",6387
"2105",7084
"2106",8527
"2107",9569
"2108",9224
"2109",9629
"2110",6647
"2111",7515
"2112",9762
"2113",547
"2114",2145
"2115",7060
"2116",8372
"2117",8950
"2118",9813
"2119",3854
"2120",1763
"2121",5548
"2122",9121
"2123",8371
"2124",8767
"2125",4760
"2126",3679
"2127",9724
"2128",1072
"2129",7077
"2130",397
"2131",261
"2132",4086
"2133",5573
"2134",2505
"2135",3161
"2136",2647
"2137",9567
"2138",6124
"2139",8252
"2140",7327
"2141",4959
"2142",4921
"2143",736
"2144",8162
"2145",7915
"2146",3382
"2147",2478
"2148",1910
"2149",8264
"2150",3482
"2151",4013
"2152",7551
"2153",3806
"2154",3256
"2155",9105
"2156",9196
"2157",4307
"2158",520
"2159",4278
"2160",5010
"2161",6251
"2162",6821
"2163",2914
"2164",1505
"2165",9711
"2166",6408
"2167",6887
"2168",7140
